"CDC Itumbiara","GEO CO","12.067","ROTA","77","2019-11-01 00:00:00","TOTAL"
"CDC Rio Branco","GEO CO","8.544","ROTA","572","2019-11-01 00:00:00","TOTAL"
"CDC Rio Verde","GEO CO","36.379","ROTA","435","2019-11-01 00:00:00","TOTAL"
"CDC Tangara","GEO CO","12.568","ROTA","829","2019-11-01 00:00:00","TOTAL"
"CDD Brasilia","GEO CO","97.676","ROTA","710","2019-11-01 00:00:00","TOTAL"
"CDD Campo Gde","GEO CO","36","ROTA","454","2019-11-01 00:00:00","TOTAL"
"CDD Cuiaba","GEO CO","67.736","ROTA","455","2019-11-01 00:00:00","TOTAL"
"CDD F. Brasilia","GEO CO","28.211","ROTA","39","2019-11-01 00:00:00","TOTAL"
"CDD Goiania","GEO CO","51","ROTA","453","2019-11-01 00:00:00","TOTAL"
"CDD Manaus","GEO CO","88.912","ROTA","849","2019-11-01 00:00:00","TOTAL"
"CDD Porto Velho","GEO CO","16.239","ROTA","761","2019-11-01 00:00:00","TOTAL"
"CDDRondonopolis","GEO CO","21.999","ROTA","111","2019-11-01 00:00:00","TOTAL"
"CDD Alfenas","GEO MG","19.735","ROTA","820","2019-11-01 00:00:00","TOTAL"
"CDD Ipatinga","GEO MG","19.957","ROTA","45","2019-11-01 00:00:00","TOTAL"
"CDD Minas","GEO MG","61.971","ROTA","95","2019-11-01 00:00:00","TOTAL"
"CDD Pocos Cald","GEO MG","14.990","ROTA","835","2019-11-01 00:00:00","TOTAL"
"CDD Sete Lagoas","GEO MG","20.074","ROTA","189","2019-11-01 00:00:00","TOTAL"
"CDD Uberaba","GEO MG","47.760","ROTA","88","2019-11-01 00:00:00","TOTAL"
"CDD Uberlandia","GEO MG","43.942","ROTA","576","2019-11-01 00:00:00","TOTAL"
"CDD Varginha","GEO MG","31.584","ROTA","322","2019-11-01 00:00:00","TOTAL"
"CDDJoao Monleva","GEO MG","15.869","ROTA","186","2019-11-01 00:00:00","TOTAL"
"CDDPouso Alegre","GEO MG","34.876","ROTA","845","2019-11-01 00:00:00","TOTAL"
"CDL AS Minas","GEO MG","23","ROTA","723","2019-11-01 00:00:00","TOTAL"
"CDL Santa Luzia","GEO MG","132.182","ROTA","541","2019-11-01 00:00:00","TOTAL"
"CDC Arapiraca","GEO NE","18.928","ROTA","809","2019-11-01 00:00:00","TOTAL"
"CDC Eunapolis","GEO NE","11.416","ROTA","973","2019-11-01 00:00:00","TOTAL"
"CDD Aracaju","GEO NE","16.444","ROTA","581","2019-11-01 00:00:00","TOTAL"
"CDD Barreiras","GEO NE","37.600","ROTA","295","2019-11-01 00:00:00","TOTAL"
"CDD Brumado","GEO NE","- 0","ROTA","825","2019-11-01 00:00:00","TOTAL"
"CDD Caruaru","GEO NE","36.510","ROTA","598","2019-11-01 00:00:00","TOTAL"
"CDD F.Santana","GEO NE","68.318","ROTA","180","2019-11-01 00:00:00","TOTAL"
"CDD Guanambi","GEO NE","19.877","ROTA","52","2019-11-01 00:00:00","TOTAL"
"CDD Ilheus","GEO NE","27.940","ROTA","70","2019-11-01 00:00:00","TOTAL"
"CDD Joao Pessoa","GEO NE","25.366","ROTA","457","2019-11-01 00:00:00","TOTAL"
"CDD Lapa","GEO NE","- 0","ROTA","46","2019-11-01 00:00:00","TOTAL"
"CDD Maceio","GEO NE","28.347","ROTA","141","2019-11-01 00:00:00","TOTAL"
"CDD Olinda","GEO NE","114.840","ROTA","546","2019-11-01 00:00:00","TOTAL"
"CDD Salvador","GEO NE","100.832","ROTA","71","2019-11-01 00:00:00","TOTAL"
"CDD Vit da Conq","GEO NE","32.827","ROTA","135","2019-11-01 00:00:00","TOTAL"
"CDL Cabo","GEO NE","29.054","ROTA","729","2019-11-01 00:00:00","TOTAL"
"CRBS CDCampinaG","GEO NE","10.571","ROTA","934","2019-11-01 00:00:00","TOTAL"
"CDC Araguaina","GEO NO","31.987","ROTA","191","2019-11-01 00:00:00","TOTAL"
"CDC Redencao","GEO NO","18.732","ROTA","843","2019-11-01 00:00:00","TOTAL"
"CDD Belem","GEO NO","74.237","ROTA","229","2019-11-01 00:00:00","TOTAL"
"CDD Fortaleza","GEO NO","51.670","ROTA","499","2019-11-01 00:00:00","TOTAL"
"CDD Imperatriz","GEO NO","24.827","ROTA","603","2019-11-01 00:00:00","TOTAL"
"CDD Itapipoca","GEO NO","11.585","ROTA","252","2019-11-01 00:00:00","TOTAL"
"CDD Maraba","GEO NO","22.107","ROTA","292","2019-11-01 00:00:00","TOTAL"
"CDD MARANHÃO","GEO NO","48.270","ROTA","992","2019-11-01 00:00:00","TOTAL"
"CDD Natal","GEO NO","30.945","ROTA","458","2019-11-01 00:00:00","TOTAL"
"CDD SUL MARANHA","GEO NO","13.586","ROTA","67","2019-11-01 00:00:00","TOTAL"
"CDL Ceara","GEO NO","70.418","ROTA","762","2019-11-01 00:00:00","TOTAL"
"CD Nova Friburg","GEO RJ/ES","25.332","ROTA","85","2019-11-01 00:00:00","TOTAL"
"CD RJ Campo Gde","GEO RJ/ES","126.449","ROTA","36","2019-11-01 00:00:00","TOTAL"
"CDD Cachoeiro","GEO RJ/ES","33.002","ROTA","986","2019-11-01 00:00:00","TOTAL"
"CDD Campos","GEO RJ/ES","28.236","ROTA","539","2019-11-01 00:00:00","TOTAL"
"CDD Jacarepagua","GEO RJ/ES","133.003","ROTA","538","2019-11-01 00:00:00","TOTAL"
"CDD Niteroi","GEO RJ/ES","106.184","ROTA","724","2019-11-01 00:00:00","TOTAL"
"CDD Pavuna","GEO RJ/ES","57.188","ROTA","958","2019-11-01 00:00:00","TOTAL"
"CDD Petropolis","GEO RJ/ES","41.691","ROTA","86","2019-11-01 00:00:00","TOTAL"
"CDD S.Cristovao","GEO RJ/ES","77.569","ROTA","575","2019-11-01 00:00:00","TOTAL"
"CDD Vitória","GEO RJ/ES","78.780","ROTA","438","2019-11-01 00:00:00","TOTAL"
"CDD VR","GEO RJ/ES","45.522","ROTA","81","2019-11-01 00:00:00","TOTAL"
"CDL Itaperuna","GEO RJ/ES","20.170","ROTA","495","2019-11-01 00:00:00","TOTAL"
"CRBS CDDNIguacu","GEO RJ/ES","55.834","ROTA","61","2019-11-01 00:00:00","TOTAL"
"CD Bebedouro","GEO SP","33.039","ROTA","83","2019-11-01 00:00:00","TOTAL"
"CD F. Agudos","GEO SP","25.516","ROTA","902","2019-11-01 00:00:00","TOTAL"
"CDD Aracatuba","GEO SP","38.179","ROTA","811","2019-11-01 00:00:00","TOTAL"
"CDD Araraquara","GEO SP","33.569","ROTA","763","2019-11-01 00:00:00","TOTAL"
"CDD Barueri","GEO SP","58.284","ROTA","303","2019-11-01 00:00:00","TOTAL"
"CDD Campinas","GEO SP","118.594","ROTA","230","2019-11-01 00:00:00","TOTAL"
"CDD Diadema","GEO SP","84.676","ROTA","216","2019-11-01 00:00:00","TOTAL"
"CDD EMBU","GEO SP","66.857","ROTA","970","2019-11-01 00:00:00","TOTAL"
"CDD Guarulhos","GEO SP","51.667","ROTA","764","2019-11-01 00:00:00","TOTAL"
"CDD Jau","GEO SP","23.150","ROTA","977","2019-11-01 00:00:00","TOTAL"
"CDD Jundiai","GEO SP","31.325","ROTA","231","2019-11-01 00:00:00","TOTAL"
"CDD LITORAL","GEO SP","21.802","ROTA","137","2019-11-01 00:00:00","TOTAL"
"CDD Maua","GEO SP","52.358","ROTA","301","2019-11-01 00:00:00","TOTAL"
"CDD Mooca","GEO SP","152.172","ROTA","204","2019-11-01 00:00:00","TOTAL"
"CDD Norte","GEO SP","50.749","ROTA","771","2019-11-01 00:00:00","TOTAL"
"CDD P Prudente","GEO SP","33.928","ROTA","543","2019-11-01 00:00:00","TOTAL"
"CDD PraiaGrande","GEO SP","31.059","ROTA","578","2019-11-01 00:00:00","TOTAL"
"CDD Rib. Preto","GEO SP","64.755","ROTA","956","2019-11-01 00:00:00","TOTAL"
"CDD S J Campos","GEO SP","26.984","ROTA","966","2019-11-01 00:00:00","TOTAL"
"CDD Sul SP","GEO SP","- 0","ROTA","","2019-11-01 00:00:00","TOTAL"
"CDD Suzano","GEO SP","50.266","ROTA","297","2019-11-01 00:00:00","TOTAL"
"CDD Votorantin","GEO SP","30.039","ROTA","242","2019-11-01 00:00:00","TOTAL"
"CDL Taubate","GEO SP","14.865","ROTA","968","2019-11-01 00:00:00","TOTAL"
"CRBS CDDMMirim","GEO SP","40.953","ROTA","944","2019-11-01 00:00:00","TOTAL"
"CD Curitiba","GEO SUL","89.717","ROTA","619","2019-11-01 00:00:00","TOTAL"
"CD Porto Aleg","GEO SUL","109.190","ROTA","713","2019-11-01 00:00:00","TOTAL"
"CDD Beltrao","GEO SUL","31.616","ROTA","143","2019-11-01 00:00:00","TOTAL"
"CDD Caxias","GEO SUL","15.811","ROTA","129","2019-11-01 00:00:00","TOTAL"
"CDD Florianop.","GEO SUL","41.302","ROTA","50","2019-11-01 00:00:00","TOTAL"
"CDD Foz do Igua","GEO SUL","26.598","ROTA","","2019-11-01 00:00:00","TOTAL"
"CDD Londrina","GEO SUL","49.172","ROTA","112","2019-11-01 00:00:00","TOTAL"
"CDD Pelotas","GEO SUL","26.101","ROTA","118","2019-11-01 00:00:00","TOTAL"
"CDD PontaGrossa","GEO SUL","38.081","ROTA","975","2019-11-01 00:00:00","TOTAL"
"CDD S J Pinhais","GEO SUL","26.100","ROTA","209","2019-11-01 00:00:00","TOTAL"
"CDD Sapucaia","GEO SUL","68.455","ROTA","54","2019-11-01 00:00:00","TOTAL"
"CDDStaCruzdoSul","GEO SUL","24.069","ROTA","418","2019-11-01 00:00:00","TOTAL"
"CDDStaMaria","GEO SUL","16.132","ROTA","190","2019-11-01 00:00:00","TOTAL"
"CDL Paranagua","GEO SUL","18.781","ROTA","725","2019-11-01 00:00:00","TOTAL"
"CRBS CDBlumenau","GEO SUL","43.038","ROTA","928","2019-11-01 00:00:00","TOTAL"
"CRBS CDCamboriu","GEO SUL","41.419","ROTA","926","2019-11-01 00:00:00","TOTAL"
"CDC Caceres","GEO CO","26.815","ROTA","448","2019-12-01 00:00:00","TOTAL"
"CDC Catalao","GEO CO","15.028","ROTA","783","2019-12-01 00:00:00","TOTAL"
"CDC Colider","GEO CO","26.374","ROTA","465","2019-12-01 00:00:00","TOTAL"
"CDC Formosa","GEO CO","18.367","ROTA","732","2019-12-01 00:00:00","TOTAL"
"CDC Itumbiara","GEO CO","15.111","ROTA","77","2019-12-01 00:00:00","TOTAL"
"CDC Rio Branco","GEO CO","11.611","ROTA","572","2019-12-01 00:00:00","TOTAL"
"CDC Rio Verde","GEO CO","49.639","ROTA","435","2019-12-01 00:00:00","TOTAL"
"CDC Tangara","GEO CO","17.853","ROTA","829","2019-12-01 00:00:00","TOTAL"
"CDD Brasilia","GEO CO","108.594","ROTA","710","2019-12-01 00:00:00","TOTAL"
"CDD Campo Gde","GEO CO","- 0","ROTA","454","2019-12-01 00:00:00","TOTAL"
"CDD Cuiaba","GEO CO","90.746","ROTA","455","2019-12-01 00:00:00","TOTAL"
"CDD F. Brasilia","GEO CO","43.250","ROTA","39","2019-12-01 00:00:00","TOTAL"
"CDD Goiania","GEO CO","243","ROTA","453","2019-12-01 00:00:00","TOTAL"
"CDD Manaus","GEO CO","91.900","ROTA","849","2019-12-01 00:00:00","TOTAL"
"CDD Porto Velho","GEO CO","21.251","ROTA","761","2019-12-01 00:00:00","TOTAL"
"CDDRondonopolis","GEO CO","29.576","ROTA","111","2019-12-01 00:00:00","TOTAL"
"CDD Alfenas","GEO MG","26.612","ROTA","820","2019-12-01 00:00:00","TOTAL"
"CDD Ipatinga","GEO MG","23.213","ROTA","45","2019-12-01 00:00:00","TOTAL"
"CDD Minas","GEO MG","69.465","ROTA","95","2019-12-01 00:00:00","TOTAL"
"CDD Pocos Cald","GEO MG","18.934","ROTA","835","2019-12-01 00:00:00","TOTAL"
"CDD Sete Lagoas","GEO MG","25.486","ROTA","189","2019-12-01 00:00:00","TOTAL"
"CDD Uberaba","GEO MG","63.326","ROTA","88","2019-12-01 00:00:00","TOTAL"
"CDD Uberlandia","GEO MG","58.922","ROTA","576","2019-12-01 00:00:00","TOTAL"
"CDD Varginha","GEO MG","40.413","ROTA","322","2019-12-01 00:00:00","TOTAL"
"CDDJoao Monleva","GEO MG","19.340","ROTA","186","2019-12-01 00:00:00","TOTAL"
"CDDPouso Alegre","GEO MG","44.903","ROTA","845","2019-12-01 00:00:00","TOTAL"
"CDL AS Minas","GEO MG","- 0","ROTA","723","2019-12-01 00:00:00","TOTAL"
"CDL Santa Luzia","GEO MG","160.445","ROTA","541","2019-12-01 00:00:00","TOTAL"
"CDC Arapiraca","GEO NE","23.053","ROTA","809","2019-12-01 00:00:00","TOTAL"
"CDC Eunapolis","GEO NE","18.791","ROTA","973","2019-12-01 00:00:00","TOTAL"
"CDD Aracaju","GEO NE","21.118","ROTA","581","2019-12-01 00:00:00","TOTAL"
"CDD Barreiras","GEO NE","47.618","ROTA","295","2019-12-01 00:00:00","TOTAL"
"CDD Brumado","GEO NE","- 0","ROTA","825","2019-12-01 00:00:00","TOTAL"
"CDD Caruaru","GEO NE","45.995","ROTA","598","2019-12-01 00:00:00","TOTAL"
"CDD F.Santana","GEO NE","95.211","ROTA","180","2019-12-01 00:00:00","TOTAL"
"CDD Guanambi","GEO NE","26.369","ROTA","52","2019-12-01 00:00:00","TOTAL"
"CDD Ilheus","GEO NE","37.587","ROTA","70","2019-12-01 00:00:00","TOTAL"
"CDD Joao Pessoa","GEO NE","33.056","ROTA","457","2019-12-01 00:00:00","TOTAL"
"CDD Lapa","GEO NE","- 0","ROTA","46","2019-12-01 00:00:00","TOTAL"
"CDD Maceio","GEO NE","34.071","ROTA","141","2019-12-01 00:00:00","TOTAL"
"CDD Olinda","GEO NE","141.550","ROTA","546","2019-12-01 00:00:00","TOTAL"
"CDD Salvador","GEO NE","105.763","ROTA","71","2019-12-01 00:00:00","TOTAL"
"CDD Vit da Conq","GEO NE","41.488","ROTA","135","2019-12-01 00:00:00","TOTAL"
"CDL Cabo","GEO NE","37.420","ROTA","729","2019-12-01 00:00:00","TOTAL"
"CRBS CDCampinaG","GEO NE","13.349","ROTA","934","2019-12-01 00:00:00","TOTAL"
"CDC Araguaina","GEO NO","44.839","ROTA","191","2019-12-01 00:00:00","TOTAL"
"CDC Redencao","GEO NO","25.860","ROTA","843","2019-12-01 00:00:00","TOTAL"
"CDD Belem","GEO NO","95.709","ROTA","229","2019-12-01 00:00:00","TOTAL"
"CDD Fortaleza","GEO NO","62.685","ROTA","499","2019-12-01 00:00:00","TOTAL"
"CDD Imperatriz","GEO NO","34.907","ROTA","603","2019-12-01 00:00:00","TOTAL"
"CDD Itapipoca","GEO NO","13.549","ROTA","252","2019-12-01 00:00:00","TOTAL"
"CDD Maraba","GEO NO","24.979","ROTA","292","2019-12-01 00:00:00","TOTAL"
"CDD MARANHÃO","GEO NO","66.864","ROTA","992","2019-12-01 00:00:00","TOTAL"
"CDD Natal","GEO NO","40.829","ROTA","458","2019-12-01 00:00:00","TOTAL"
"CDD SUL MARANHA","GEO NO","19.061","ROTA","67","2019-12-01 00:00:00","TOTAL"
"CDL Ceara","GEO NO","82.070","ROTA","762","2019-12-01 00:00:00","TOTAL"
"CD Nova Friburg","GEO RJ/ES","34.291","ROTA","85","2019-12-01 00:00:00","TOTAL"
"CD RJ Campo Gde","GEO RJ/ES","168.245","ROTA","36","2019-12-01 00:00:00","TOTAL"
"CDD Cachoeiro","GEO RJ/ES","42.635","ROTA","986","2019-12-01 00:00:00","TOTAL"
"CDD Campos","GEO RJ/ES","39.662","ROTA","539","2019-12-01 00:00:00","TOTAL"
"CDD Jacarepagua","GEO RJ/ES","184.961","ROTA","538","2019-12-01 00:00:00","TOTAL"
"CDD Niteroi","GEO RJ/ES","156.796","ROTA","724","2019-12-01 00:00:00","TOTAL"
"CDD Pavuna","GEO RJ/ES","80.984","ROTA","958","2019-12-01 00:00:00","TOTAL"
"CDD Petropolis","GEO RJ/ES","48.914","ROTA","86","2019-12-01 00:00:00","TOTAL"
"CDD S.Cristovao","GEO RJ/ES","104.619","ROTA","575","2019-12-01 00:00:00","TOTAL"
"CDD Vitória","GEO RJ/ES","104.039","ROTA","438","2019-12-01 00:00:00","TOTAL"
"CDD VR","GEO RJ/ES","60.961","ROTA","81","2019-12-01 00:00:00","TOTAL"
"CDL Itaperuna","GEO RJ/ES","26.492","ROTA","495","2019-12-01 00:00:00","TOTAL"
"CRBS CDDNIguacu","GEO RJ/ES","82.452","ROTA","61","2019-12-01 00:00:00","TOTAL"
"CD Bebedouro","GEO SP","10.506","ROTA","83","2019-12-01 00:00:00","TOTAL"
"CD F. Agudos","GEO SP","40.176","ROTA","902","2019-12-01 00:00:00","TOTAL"
"CDD Aracatuba","GEO SP","48.886","ROTA","811","2019-12-01 00:00:00","TOTAL"
"CDD Araraquara","GEO SP","42.825","ROTA","763","2019-12-01 00:00:00","TOTAL"
"CDD Barueri","GEO SP","81.313","ROTA","303","2019-12-01 00:00:00","TOTAL"
"CDD Campinas","GEO SP","161.226","ROTA","230","2019-12-01 00:00:00","TOTAL"
"CDD Diadema","GEO SP","113.312","ROTA","216","2019-12-01 00:00:00","TOTAL"
"CDD EMBU","GEO SP","89.576","ROTA","970","2019-12-01 00:00:00","TOTAL"
"CDD Guarulhos","GEO SP","70.794","ROTA","764","2019-12-01 00:00:00","TOTAL"
"CDD Jau","GEO SP","36.387","ROTA","977","2019-12-01 00:00:00","TOTAL"
"CDD Jundiai","GEO SP","53.455","ROTA","231","2019-12-01 00:00:00","TOTAL"
"CDD LITORAL","GEO SP","36.088","ROTA","137","2019-12-01 00:00:00","TOTAL"
"CDD Maua","GEO SP","64.250","ROTA","301","2019-12-01 00:00:00","TOTAL"
"CDD Mooca","GEO SP","201.575","ROTA","204","2019-12-01 00:00:00","TOTAL"
"CDD Norte","GEO SP","69.011","ROTA","771","2019-12-01 00:00:00","TOTAL"
"CDD P Prudente","GEO SP","47.108","ROTA","543","2019-12-01 00:00:00","TOTAL"
"CDD PraiaGrande","GEO SP","51.808","ROTA","578","2019-12-01 00:00:00","TOTAL"
"CDD Rib. Preto","GEO SP","93.730","ROTA","956","2019-12-01 00:00:00","TOTAL"
"CDD S J Campos","GEO SP","37.180","ROTA","966","2019-12-01 00:00:00","TOTAL"
"CDD Sul SP","GEO SP","- 0","ROTA","","2019-12-01 00:00:00","TOTAL"
"CDD Suzano","GEO SP","61.754","ROTA","297","2019-12-01 00:00:00","TOTAL"
"CDD Votorantin","GEO SP","45.893","ROTA","242","2019-12-01 00:00:00","TOTAL"
"CDL Taubate","GEO SP","20.385","ROTA","968","2019-12-01 00:00:00","TOTAL"
"CRBS CDDMMirim","GEO SP","58.364","ROTA","944","2019-12-01 00:00:00","TOTAL"
"CD Curitiba","GEO SUL","125.104","ROTA","619","2019-12-01 00:00:00","TOTAL"
"CD Porto Aleg","GEO SUL","107.428","ROTA","713","2019-12-01 00:00:00","TOTAL"
"CDD Beltrao","GEO SUL","42.891","ROTA","143","2019-12-01 00:00:00","TOTAL"
"CDD Caxias","GEO SUL","16.786","ROTA","129","2019-12-01 00:00:00","TOTAL"
"CDD Florianop.","GEO SUL","61.529","ROTA","50","2019-12-01 00:00:00","TOTAL"
"CDD Foz do Igua","GEO SUL","37.045","ROTA","","2019-12-01 00:00:00","TOTAL"
"CDD Londrina","GEO SUL","61.988","ROTA","112","2019-12-01 00:00:00","TOTAL"
"CDD Pelotas","GEO SUL","33.252","ROTA","118","2019-12-01 00:00:00","TOTAL"
"CDD PontaGrossa","GEO SUL","65.863","ROTA","975","2019-12-01 00:00:00","TOTAL"
"CDD S J Pinhais","GEO SUL","41.349","ROTA","209","2019-12-01 00:00:00","TOTAL"
"CDD Sapucaia","GEO SUL","70.050","ROTA","54","2019-12-01 00:00:00","TOTAL"
"CDDStaCruzdoSul","GEO SUL","28.171","ROTA","418","2019-12-01 00:00:00","TOTAL"
"CDDStaMaria","GEO SUL","20.374","ROTA","190","2019-12-01 00:00:00","TOTAL"
"CDL Paranagua","GEO SUL","34.531","ROTA","725","2019-12-01 00:00:00","TOTAL"
"CRBS CDBlumenau","GEO SUL","53.359","ROTA","928","2019-12-01 00:00:00","TOTAL"
"CRBS CDCamboriu","GEO SUL","60.904","ROTA","926","2019-12-01 00:00:00","TOTAL"
"ROTELE-DISTRIBUIDORA DE BEBIDAS LTDA9e+04","GEO CO","- 0","REVENDA","","2019-01-01 00:00:00","TOTAL"
"AMASCOL/BOA VISTA (RR)","GEO CO","14.858","REVENDA","49535","2019-01-01 00:00:00","TOTAL"
"BRAMAM ITAITUBA","GEO CO","4.893","REVENDA","70335","2019-01-01 00:00:00","TOTAL"
"BRAMAM/PARINTINS(AM)","GEO CO","7.227","REVENDA","70313","2019-01-01 00:00:00","TOTAL"
"BRASBEL/LUZIANIA(GO)","GEO CO","26.415","REVENDA","73400","2019-01-01 00:00:00","TOTAL"
"CEMAR/GURUPI(TO)","GEO CO","14.740","REVENDA","186300","2019-01-01 00:00:00","TOTAL"
"CEMARFILIALDIANOPOLIS(TO)","GEO CO","6.441","REVENDA","59971","2019-01-01 00:00:00","TOTAL"
"CONESUL/PIMENTABUENO(RO)","GEO CO","40.025","REVENDA","158200","2019-01-01 00:00:00","TOTAL"
"CRUZEIRO/PRIMAVERADOLESTE(MT)","GEO CO","10.830","REVENDA","113100","2019-01-01 00:00:00","TOTAL"
"DISBENOP/SINOP(MT)","GEO CO","28.989","REVENDA","32352","2019-01-01 00:00:00","TOTAL"
"DISVALE/CANARANA(MT)","GEO CO","11.089","REVENDA","61333","2019-01-01 00:00:00","TOTAL"
"FORCANOVA/CORUMBA(MS)","GEO CO","8.361","REVENDA","158400","2019-01-01 00:00:00","TOTAL"
"GRANDOURADOS/DOURADOS(MS)","GEO CO","39.481","REVENDA","69800","2019-01-01 00:00:00","TOTAL"
"JURUA/CRUZEIRODOSUL(AC)","GEO CO","3.515","REVENDA","61367","2019-01-01 00:00:00","TOTAL"
"JURUA/FL.TARAUACA(AC)","GEO CO","- 0","REVENDA","61377","2019-01-01 00:00:00","TOTAL"
"MAXI/BGARÇA(MT)","GEO CO","10.692","REVENDA","60663","2019-01-01 00:00:00","TOTAL"
"NOVAANAPOLIS/ANAPOLIS(GO)","GEO CO","22.147","REVENDA","171600","2019-01-01 00:00:00","TOTAL"
"OVIDIO/FL.TRES LAGOAS(MS)","GEO CO","10.503","REVENDA","36038","2019-01-01 00:00:00","TOTAL"
"OVIDIO/PARANAIBA(MS)","GEO CO","10.787","REVENDA","10700","2019-01-01 00:00:00","TOTAL"
"PEREIRA/MORRINHOS(GO)","GEO CO","27.422","REVENDA","72400","2019-01-01 00:00:00","TOTAL"
"REGRA/APARECIDADEGOIANIA(GO)","GEO CO","138.408","REVENDA","54264","2019-01-01 00:00:00","TOTAL"
"REGRA/FILIALIPORA(GO)","GEO CO","11.336","REVENDA","60074","2019-01-01 00:00:00","TOTAL"
"ROTELE/AQUIDAUANA(MS)","GEO CO","10.987","REVENDA","61913","2019-01-01 00:00:00","TOTAL"
"ROTELE/CAMPOGRANDE(MS)","GEO CO","48.407","REVENDA","132000","2019-01-01 00:00:00","TOTAL"
"ROTELE/FLCOXIM(MS)","GEO CO","6.490","REVENDA","63785","2019-01-01 00:00:00","TOTAL"
"SANTABIER/SANTAREM(PA)","GEO CO","6.889","REVENDA","37646","2019-01-01 00:00:00","TOTAL"
"TEMAR/PALMAS(TO)","GEO CO","30.876","REVENDA","29537","2019-01-01 00:00:00","TOTAL"
"UNIDADE/URUACU(GO)","GEO CO","10.079","REVENDA","74179","2019-01-01 00:00:00","TOTAL"
"UNIDADEDISTRIBUIDORA/CERES(GO)","GEO CO","11.325","REVENDA","66961","2019-01-01 00:00:00","TOTAL"
"UNIDADEDISTRIBUIDORA/PORANGATU(GO)","GEO CO","6.026","REVENDA","66926","2019-01-01 00:00:00","TOTAL"
"AMARALFILIAL/CURVELO(MG)","GEO MG","16.053","REVENDA","29361","2019-01-01 00:00:00","TOTAL"
"AMARALFILIAL/PIRAPORA(MG)","GEO MG","11.388","REVENDA","65353","2019-01-01 00:00:00","TOTAL"
"ARAUJO/GOVVALADARES(MG)","GEO MG","33.353","REVENDA","53694","2019-01-01 00:00:00","TOTAL"
"BARRETO NOMAN/ITAOBIM(MG)","GEO MG","17.356","REVENDA","192600","2019-01-01 00:00:00","TOTAL"
"BARRETONOMAN/T.OTONI(MG)","GEO MG","19.503","REVENDA","181700","2019-01-01 00:00:00","TOTAL"
"BRASULMATRIZ/DIVINOPOLIS(MG)","GEO MG","27.547","REVENDA","188900","2019-01-01 00:00:00","TOTAL"
"CERVANTES/MONTESCLAROS(MG)","GEO MG","32.032","REVENDA","167400","2019-01-01 00:00:00","TOTAL"
"COBEBFILIAL/LAGOADAPRATA(MG)","GEO MG","38.168","REVENDA","188300","2019-01-01 00:00:00","TOTAL"
"COBEBMATRIZ/PARADEMINAS(MG)","GEO MG","32.046","REVENDA","77200","2019-01-01 00:00:00","TOTAL"
"DAMATA/LEPOLDINA(MG)","GEO MG","39.733","REVENDA","188800","2019-01-01 00:00:00","TOTAL"
"DILASA./LAGOASANTA(MG)","GEO MG","34.025","REVENDA","53696","2019-01-01 00:00:00","TOTAL"
"FARID MANHUACU/MANHUACU(MG)","GEO MG","8364,4","REVENDA","56731","2019-01-01 00:00:00","TOTAL"
"FARID/MARIANA(MG)","GEO MG","11.040","REVENDA","32845","2019-01-01 00:00:00","TOTAL"
"FARID/PONTE NOVA(MG)","GEO MG","16.976","REVENDA","32846","2019-01-01 00:00:00","TOTAL"
"FARIDMATRIZ/CONS.LAFAIETE(MG)","GEO MG","16.480","REVENDA","75801","2019-01-01 00:00:00","TOTAL"
"MINASBEBMATRIZ/PASSOS(MG)","GEO MG","30.743","REVENDA","191200","2019-01-01 00:00:00","TOTAL"
"NOROESTE/UNAI(MG)","GEO MG","15.578","REVENDA","62026","2019-01-01 00:00:00","TOTAL"
"NORTE MG BEBIDAS/JANAÚBA(MG)","GEO MG","26.443","REVENDA","73212","2019-01-01 00:00:00","TOTAL"
"TARUMA/JUIZDEFORA(MG)","GEO MG","53.087","REVENDA","29670","2019-01-01 00:00:00","TOTAL"
"ZAGOPATOS","GEO MG","25.125","REVENDA","73000","2019-01-01 00:00:00","TOTAL"
"ADIB/STOANTONIOJESUS(BA)","GEO NE","28.755","REVENDA","54031","2019-01-01 00:00:00","TOTAL"
"BAHIABEER/TEIXEIRADEFREITAS(BA)","GEO NE","32.639","REVENDA","33319","2019-01-01 00:00:00","TOTAL"
"BEIRARIO/PETROLINA(PE)","GEO NE","14.164","REVENDA","58550","2019-01-01 00:00:00","TOTAL"
"CBB/BOQUIM(SE)","GEO NE","22.795","REVENDA","34012","2019-01-01 00:00:00","TOTAL"
"CBS/ITABAIANA(SE)","GEO NE","20.632","REVENDA","33834","2019-01-01 00:00:00","TOTAL"
"CLEDISBEL/UNIAODOSPALMARES(AL)","GEO NE","19.261","REVENDA","53406","2019-01-01 00:00:00","TOTAL"
"DIBEC/JACOBINA(BA)","GEO NE","11.516","REVENDA","125200","2019-01-01 00:00:00","TOTAL"
"DISBEC/SAOMIGUEL(AL)","GEO NE","19.737","REVENDA","161600","2019-01-01 00:00:00","TOTAL"
"DISKOL FILIAL/SEABRA(BA)","GEO NE","8.562","REVENDA","60722","2019-01-01 00:00:00","TOTAL"
"DISKOL/IRECE(BA)","GEO NE","13.905","REVENDA","30868","2019-01-01 00:00:00","TOTAL"
"DISKOLFILIAL/XIQUEXIQUE(BA)","GEO NE","7.812","REVENDA","60721","2019-01-01 00:00:00","TOTAL"
